"Notes"	"States"	"States Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Georgia"	"13"	"65-69 years"	"65-69"	"2020"	"2020"	524975
	"Georgia"	"13"	"70-74 years"	"70-74"	"2016"	"2016"	341633
	"Georgia"	"13"	"70-74 years"	"70-74"	"2017"	"2017"	374420
	"Georgia"	"13"	"70-74 years"	"70-74"	"2018"	"2018"	394456
	"Georgia"	"13"	"70-74 years"	"70-74"	"2019"	"2019"	414940
	"Georgia"	"13"	"70-74 years"	"70-74"	"2020"	"2020"	434289
	"Georgia"	"13"	"75-79 years"	"75-79"	"2016"	"2016"	228939
	"Georgia"	"13"	"75-79 years"	"75-79"	"2017"	"2017"	241645
	"Georgia"	"13"	"75-79 years"	"75-79"	"2018"	"2018"	260214
	"Georgia"	"13"	"75-79 years"	"75-79"	"2019"	"2019"	274499
	"Georgia"	"13"	"75-79 years"	"75-79"	"2020"	"2020"	286294
	"Georgia"	"13"	"80-84 years"	"80-84"	"2016"	"2016"	148318
	"Georgia"	"13"	"80-84 years"	"80-84"	"2017"	"2017"	152669
	"Georgia"	"13"	"80-84 years"	"80-84"	"2018"	"2018"	158587
	"Georgia"	"13"	"80-84 years"	"80-84"	"2019"	"2019"	166640
	"Georgia"	"13"	"80-84 years"	"80-84"	"2020"	"2020"	173520
	"Georgia"	"13"	"85+ years"	"85+"	"2016"	"2016"	139060
	"Georgia"	"13"	"85+ years"	"85+"	"2017"	"2017"	143029
	"Georgia"	"13"	"85+ years"	"85+"	"2018"	"2018"	147053
	"Georgia"	"13"	"85+ years"	"85+"	"2019"	"2019"	151351
	"Georgia"	"13"	"85+ years"	"85+"	"2020"	"2020"	155589
	"Maryland"	"24"	"< 1 year"	"1"	"2016"	"2016"	73427
	"Maryland"	"24"	"< 1 year"	"1"	"2017"	"2017"	71796
	"Maryland"	"24"	"< 1 year"	"1"	"2018"	"2018"	71630
	"Maryland"	"24"	"< 1 year"	"1"	"2019"	"2019"	70749
	"Maryland"	"24"	"< 1 year"	"1"	"2020"	"2020"	69583
	"Maryland"	"24"	"1-4 years"	"1-4"	"2016"	"2016"	293713
	"Maryland"	"24"	"1-4 years"	"1-4"	"2017"	"2017"	293920
	"Maryland"	"24"	"1-4 years"	"1-4"	"2018"	"2018"	293267
	"Maryland"	"24"	"1-4 years"	"1-4"	"2019"	"2019"	292895
	"Maryland"	"24"	"1-4 years"	"1-4"	"2020"	"2020"	289296
	"Maryland"	"24"	"5-9 years"	"5-9"	"2016"	"2016"	375022
	"Maryland"	"24"	"5-9 years"	"5-9"	"2017"	"2017"	373870
	"Maryland"	"24"	"5-9 years"	"5-9"	"2018"	"2018"	371356
	"Maryland"	"24"	"5-9 years"	"5-9"	"2019"	"2019"	371451
	"Maryland"	"24"	"5-9 years"	"5-9"	"2020"	"2020"	371372
	"Maryland"	"24"	"10-14 years"	"10-14"	"2016"	"2016"	373225
	"Maryland"	"24"	"10-14 years"	"10-14"	"2017"	"2017"	375985
	"Maryland"	"24"	"10-14 years"	"10-14"	"2018"	"2018"	378604
	"Maryland"	"24"	"10-14 years"	"10-14"	"2019"	"2019"	377895
	"Maryland"	"24"	"10-14 years"	"10-14"	"2020"	"2020"	377704
	"Maryland"	"24"	"15-19 years"	"15-19"	"2016"	"2016"	384803
	"Maryland"	"24"	"15-19 years"	"15-19"	"2017"	"2017"	383029
	"Maryland"	"24"	"15-19 years"	"15-19"	"2018"	"2018"	381315
	"Maryland"	"24"	"15-19 years"	"15-19"	"2019"	"2019"	380590
	"Maryland"	"24"	"15-19 years"	"15-19"	"2020"	"2020"	377580
	"Maryland"	"24"	"20-24 years"	"20-24"	"2016"	"2016"	388720
	"Maryland"	"24"	"20-24 years"	"20-24"	"2017"	"2017"	383075
	"Maryland"	"24"	"20-24 years"	"20-24"	"2018"	"2018"	375877
	"Maryland"	"24"	"20-24 years"	"20-24"	"2019"	"2019"	371722
	"Maryland"	"24"	"20-24 years"	"20-24"	"2020"	"2020"	368767
	"Maryland"	"24"	"25-29 years"	"25-29"	"2016"	"2016"	418789
	"Maryland"	"24"	"25-29 years"	"25-29"	"2017"	"2017"	418263
	"Maryland"	"24"	"25-29 years"	"25-29"	"2018"	"2018"	417022
	"Maryland"	"24"	"25-29 years"	"25-29"	"2019"	"2019"	413011
	"Maryland"	"24"	"25-29 years"	"25-29"	"2020"	"2020"	404238
	"Maryland"	"24"	"30-34 years"	"30-34"	"2016"	"2016"	411971
	"Maryland"	"24"	"30-34 years"	"30-34"	"2017"	"2017"	414517
	"Maryland"	"24"	"30-34 years"	"30-34"	"2018"	"2018"	416303
	"Maryland"	"24"	"30-34 years"	"30-34"	"2019"	"2019"	418662
	"Maryland"	"24"	"30-34 years"	"30-34"	"2020"	"2020"	421963
	"Maryland"	"24"	"35-39 years"	"35-39"	"2016"	"2016"	392247
	"Maryland"	"24"	"35-39 years"	"35-39"	"2017"	"2017"	400657
	"Maryland"	"24"	"35-39 years"	"35-39"	"2018"	"2018"	407285
	"Maryland"	"24"	"35-39 years"	"35-39"	"2019"	"2019"	411204
	"Maryland"	"24"	"35-39 years"	"35-39"	"2020"	"2020"	411936
	"Maryland"	"24"	"40-44 years"	"40-44"	"2016"	"2016"	368509
	"Maryland"	"24"	"40-44 years"	"40-44"	"2017"	"2017"	364672
	"Maryland"	"24"	"40-44 years"	"40-44"	"2018"	"2018"	366192
	"Maryland"	"24"	"40-44 years"	"40-44"	"2019"	"2019"	371921
	"Maryland"	"24"	"40-44 years"	"40-44"	"2020"	"2020"	380073
	"Maryland"	"24"	"45-49 years"	"45-49"	"2016"	"2016"	412838
	"Maryland"	"24"	"45-49 years"	"45-49"	"2017"	"2017"	407186
	"Maryland"	"24"	"45-49 years"	"45-49"	"2018"	"2018"	397204
	"Maryland"	"24"	"45-49 years"	"45-49"	"2019"	"2019"	385472
	"Maryland"	"24"	"45-49 years"	"45-49"	"2020"	"2020"	373482
	"Maryland"	"24"	"50-54 years"	"50-54"	"2016"	"2016"	442708
	"Maryland"	"24"	"50-54 years"	"50-54"	"2017"	"2017"	432920
	"Maryland"	"24"	"50-54 years"	"50-54"	"2018"	"2018"	421759
	"Maryland"	"24"	"50-54 years"	"50-54"	"2019"	"2019"	409954
	"Maryland"	"24"	"50-54 years"	"50-54"	"2020"	"2020"	403262
	"Maryland"	"24"	"55-59 years"	"55-59"	"2016"	"2016"	430839
	"Maryland"	"24"	"55-59 years"	"55-59"	"2017"	"2017"	432134
	"Maryland"	"24"	"55-59 years"	"55-59"	"2018"	"2018"	432468
	"Maryland"	"24"	"55-59 years"	"55-59"	"2019"	"2019"	432115
	"Maryland"	"24"	"55-59 years"	"55-59"	"2020"	"2020"	427529
	"Maryland"	"24"	"60-64 years "	"60-64"	"2016"	"2016"	364051
	"Maryland"	"24"	"60-64 years "	"60-64"	"2017"	"2017"	373372
	"Maryland"	"24"	"60-64 years "	"60-64"	"2018"	"2018"	380362
	"Maryland"	"24"	"60-64 years "	"60-64"	"2019"	"2019"	387062
	"Maryland"	"24"	"60-64 years "	"60-64"	"2020"	"2020"	391665
	"Maryland"	"24"	"65-69 years"	"65-69"	"2016"	"2016"	305261
	"Maryland"	"24"	"65-69 years"	"65-69"	"2017"	"2017"	303420
	"Maryland"	"24"	"65-69 years"	"65-69"	"2018"	"2018"	307229
	"Maryland"	"24"	"65-69 years"	"65-69"	"2019"	"2019"	312633
	"Maryland"	"24"	"65-69 years"	"65-69"	"2020"	"2020"	319466
	"Maryland"	"24"	"70-74 years"	"70-74"	"2016"	"2016"	210799
	"Maryland"	"24"	"70-74 years"	"70-74"	"2017"	"2017"	228493
	"Maryland"	"24"	"70-74 years"	"70-74"	"2018"	"2018"	238450
	"Maryland"	"24"	"70-74 years"	"70-74"	"2019"	"2019"	249573
	"Maryland"	"24"	"70-74 years"	"70-74"	"2020"	"2020"	259043
	"Maryland"	"24"	"75-79 years"	"75-79"	"2016"	"2016"	144916
	"Maryland"	"24"	"75-79 years"	"75-79"	"2017"	"2017"	152614
	"Maryland"	"24"	"75-79 years"	"75-79"	"2018"	"2018"	162880
	"Maryland"	"24"	"75-79 years"	"75-79"	"2019"	"2019"	170177
	"Maryland"	"24"	"75-79 years"	"75-79"	"2020"	"2020"	176629
	"Maryland"	"24"	"80-84 years"	"80-84"	"2016"	"2016"	100317
	"Maryland"	"24"	"80-84 years"	"80-84"	"2017"	"2017"	101809
	"Maryland"	"24"	"80-84 years"	"80-84"	"2018"	"2018"	104773
	"Maryland"	"24"	"80-84 years"	"80-84"	"2019"	"2019"	108727
	"Maryland"	"24"	"80-84 years"	"80-84"	"2020"	"2020"	111683
	"Maryland"	"24"	"85+ years"	"85+"	"2016"	"2016"	114859
	"Maryland"	"24"	"85+ years"	"85+"	"2017"	"2017"	116454
	"Maryland"	"24"	"85+ years"	"85+"	"2018"	"2018"	118177
	"Maryland"	"24"	"85+ years"	"85+"	"2019"	"2019"	119141
	"Maryland"	"24"	"85+ years"	"85+"	"2020"	"2020"	120531
	"Michigan"	"26"	"< 1 year"	"1"	"2016"	"2016"	113194
	"Michigan"	"26"	"< 1 year"	"1"	"2017"	"2017"	111794
	"Michigan"	"26"	"< 1 year"	"1"	"2018"	"2018"	110503
	"Michigan"	"26"	"< 1 year"	"1"	"2019"	"2019"	108720
	"Michigan"	"26"	"< 1 year"	"1"	"2020"	"2020"	107849
	"Michigan"	"26"	"1-4 years"	"1-4"	"2016"	"2016"	460501
	"Michigan"	"26"	"1-4 years"	"1-4"	"2017"	"2017"	462208
	"Michigan"	"26"	"1-4 years"	"1-4"	"2018"	"2018"	461761
	"Michigan"	"26"	"1-4 years"	"1-4"	"2019"	"2019"	457818
	"Michigan"	"26"	"1-4 years"	"1-4"	"2020"	"2020"	451290
	"Michigan"	"26"	"5-9 years"	"5-9"	"2016"	"2016"	594969
	"Michigan"	"26"	"5-9 years"	"5-9"	"2017"	"2017"	589849
	"Michigan"	"26"	"5-9 years"	"5-9"	"2018"	"2018"	585870
	"Michigan"	"26"	"5-9 years"	"5-9"	"2019"	"2019"	586147
	"Michigan"	"26"	"5-9 years"	"5-9"	"2020"	"2020"	585009
	"Michigan"	"26"	"10-14 years"	"10-14"	"2016"	"2016"	626567
	"Michigan"	"26"	"10-14 years"	"10-14"	"2017"	"2017"	623791
	"Michigan"	"26"	"10-14 years"	"10-14"	"2018"	"2018"	619464
	"Michigan"	"26"	"10-14 years"	"10-14"	"2019"	"2019"	610860
	"Michigan"	"26"	"10-14 years"	"10-14"	"2020"	"2020"	604840
	"Michigan"	"26"	"15-19 years"	"15-19"	"2016"	"2016"	669622
	"Michigan"	"26"	"15-19 years"	"15-19"	"2017"	"2017"	661892
	"Michigan"	"26"	"15-19 years"	"15-19"	"2018"	"2018"	652633
	"Michigan"	"26"	"15-19 years"	"15-19"	"2019"	"2019"	644542
	"Michigan"	"26"	"15-19 years"	"15-19"	"2020"	"2020"	633603
	"Michigan"	"26"	"20-24 years"	"20-24"	"2016"	"2016"	717753
	"Michigan"	"26"	"20-24 years"	"20-24"	"2017"	"2017"	705635
	"Michigan"	"26"	"20-24 years"	"20-24"	"2018"	"2018"	693846
	"Michigan"	"26"	"20-24 years"	"20-24"	"2019"	"2019"	681510
	"Michigan"	"26"	"20-24 years"	"20-24"	"2020"	"2020"	672087
	"Michigan"	"26"	"25-29 years"	"25-29"	"2016"	"2016"	655799
	"Michigan"	"26"	"25-29 years"	"25-29"	"2017"	"2017"	679919
	"Michigan"	"26"	"25-29 years"	"25-29"	"2018"	"2018"	694003
	"Michigan"	"26"	"25-29 years"	"25-29"	"2019"	"2019"	698262
	"Michigan"	"26"	"25-29 years"	"25-29"	"2020"	"2020"	685946
	"Michigan"	"26"	"30-34 years"	"30-34"	"2016"	"2016"	594169
	"Michigan"	"26"	"30-34 years"	"30-34"	"2017"	"2017"	595948
	"Michigan"	"26"	"30-34 years"	"30-34"	"2018"	"2018"	601962
	"Michigan"	"26"	"30-34 years"	"30-34"	"2019"	"2019"	614054
	"Michigan"	"26"	"30-34 years"	"30-34"	"2020"	"2020"	631856
	"Michigan"	"26"	"35-39 years"	"35-39"	"2016"	"2016"	585586
	"Michigan"	"26"	"35-39 years"	"35-39"	"2017"	"2017"	593940
	"Michigan"	"26"	"35-39 years"	"35-39"	"2018"	"2018"	599101
	"Michigan"	"26"	"35-39 years"	"35-39"	"2019"	"2019"	599571
	"Michigan"	"26"	"35-39 years"	"35-39"	"2020"	"2020"	597658
	"Michigan"	"26"	"40-44 years"	"40-44"	"2016"	"2016"	575146
	"Michigan"	"26"	"40-44 years"	"40-44"	"2017"	"2017"	563930
	"Michigan"	"26"	"40-44 years"	"40-44"	"2018"	"2018"	562602
	"Michigan"	"26"	"40-44 years"	"40-44"	"2019"	"2019"	566322
	"Michigan"	"26"	"40-44 years"	"40-44"	"2020"	"2020"	573538
	"Michigan"	"26"	"45-49 years"	"45-49"	"2016"	"2016"	649126
	"Michigan"	"26"	"45-49 years"	"45-49"	"2017"	"2017"	642547
	"Michigan"	"26"	"45-49 years"	"45-49"	"2018"	"2018"	630087
	"Michigan"	"26"	"45-49 years"	"45-49"	"2019"	"2019"	612530
	"Michigan"	"26"	"45-49 years"	"45-49"	"2020"	"2020"	589665
	"Michigan"	"26"	"50-54 years"	"50-54"	"2016"	"2016"	700123
	"Michigan"	"26"	"50-54 years"	"50-54"	"2017"	"2017"	680493
	"Michigan"	"26"	"50-54 years"	"50-54"	"2018"	"2018"	660292
	"Michigan"	"26"	"50-54 years"	"50-54"	"2019"	"2019"	641926
	"Michigan"	"26"	"50-54 years"	"50-54"	"2020"	"2020"	634675
	"Michigan"	"26"	"55-59 years"	"55-59"	"2016"	"2016"	733074
	"Michigan"	"26"	"55-59 years"	"55-59"	"2017"	"2017"	725376
	"Michigan"	"26"	"55-59 years"	"55-59"	"2018"	"2018"	716292
	"Michigan"	"26"	"55-59 years"	"55-59"	"2019"	"2019"	708252
	"Michigan"	"26"	"55-59 years"	"55-59"	"2020"	"2020"	693475
	"Michigan"	"26"	"60-64 years "	"60-64"	"2016"	"2016"	660807
	"Michigan"	"26"	"60-64 years "	"60-64"	"2017"	"2017"	674782
	"Michigan"	"26"	"60-64 years "	"60-64"	"2018"	"2018"	686432
	"Michigan"	"26"	"60-64 years "	"60-64"	"2019"	"2019"	691090
	"Michigan"	"26"	"60-64 years "	"60-64"	"2020"	"2020"	692623
	"Michigan"	"26"	"65-69 years"	"65-69"	"2016"	"2016"	560186
	"Michigan"	"26"	"65-69 years"	"65-69"	"2017"	"2017"	561960
	"Michigan"	"26"	"65-69 years"	"65-69"	"2018"	"2018"	572015
	"Michigan"	"26"	"65-69 years"	"65-69"	"2019"	"2019"	584655
	"Michigan"	"26"	"65-69 years"	"65-69"	"2020"	"2020"	598895
	"Michigan"	"26"	"70-74 years"	"70-74"	"2016"	"2016"	385321
	"Michigan"	"26"	"70-74 years"	"70-74"	"2017"	"2017"	416094
	"Michigan"	"26"	"70-74 years"	"70-74"	"2018"	"2018"	432123
	"Michigan"	"26"	"70-74 years"	"70-74"	"2019"	"2019"	453199
	"Michigan"	"26"	"70-74 years"	"70-74"	"2020"	"2020"	475867
	"Michigan"	"26"	"75-79 years"	"75-79"	"2016"	"2016"	269458
	"Michigan"	"26"	"75-79 years"	"75-79"	"2017"	"2017"	282814
	"Michigan"	"26"	"75-79 years"	"75-79"	"2018"	"2018"	301337
	"Michigan"	"26"	"75-79 years"	"75-79"	"2019"	"2019"	313100
	"Michigan"	"26"	"75-79 years"	"75-79"	"2020"	"2020"	321684
	"Michigan"	"26"	"80-84 years"	"80-84"	"2016"	"2016"	189470
	"Michigan"	"26"	"80-84 years"	"80-84"	"2017"	"2017"	190767
	"Michigan"	"26"	"80-84 years"	"80-84"	"2018"	"2018"	195083
	"Michigan"	"26"	"80-84 years"	"80-84"	"2019"	"2019"	200680
	"Michigan"	"26"	"80-84 years"	"80-84"	"2020"	"2020"	204282
	"Michigan"	"26"	"85+ years"	"85+"	"2016"	"2016"	213246
	"Michigan"	"26"	"85+ years"	"85+"	"2017"	"2017"	213013
	"Michigan"	"26"	"85+ years"	"85+"	"2018"	"2018"	211880
	"Michigan"	"26"	"85+ years"	"85+"	"2019"	"2019"	211557
	"Michigan"	"26"	"85+ years"	"85+"	"2020"	"2020"	211713
	"Minnesota"	"27"	"< 1 year"	"1"	"2016"	"2016"	69968
	"Minnesota"	"27"	"< 1 year"	"1"	"2017"	"2017"	69067
	"Minnesota"	"27"	"< 1 year"	"1"	"2018"	"2018"	67728
	"Minnesota"	"27"	"< 1 year"	"1"	"2019"	"2019"	66935
	"Minnesota"	"27"	"< 1 year"	"1"	"2020"	"2020"	66390
	"Minnesota"	"27"	"1-4 years"	"1-4"	"2016"	"2016"	283353
	"Minnesota"	"27"	"1-4 years"	"1-4"	"2017"	"2017"	286272
	"Minnesota"	"27"	"1-4 years"	"1-4"	"2018"	"2018"	286794
	"Minnesota"	"27"	"1-4 years"	"1-4"	"2019"	"2019"	283796
	"Minnesota"	"27"	"1-4 years"	"1-4"	"2020"	"2020"	279601
	"Minnesota"	"27"	"5-9 years"	"5-9"	"2016"	"2016"	361397
	"Minnesota"	"27"	"5-9 years"	"5-9"	"2017"	"2017"	360777
	"Minnesota"	"27"	"5-9 years"	"5-9"	"2018"	"2018"	360862
	"Minnesota"	"27"	"5-9 years"	"5-9"	"2019"	"2019"	363023
	"Minnesota"	"27"	"5-9 years"	"5-9"	"2020"	"2020"	363435
	"Minnesota"	"27"	"10-14 years"	"10-14"	"2016"	"2016"	362325
	"Minnesota"	"27"	"10-14 years"	"10-14"	"2017"	"2017"	367723
	"Minnesota"	"27"	"10-14 years"	"10-14"	"2018"	"2018"	371037
	"Minnesota"	"27"	"10-14 years"	"10-14"	"2019"	"2019"	370226
	"Minnesota"	"27"	"10-14 years"	"10-14"	"2020"	"2020"	369664
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2016"	"2016"	356675
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2017"	"2017"	356488
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2018"	"2018"	357623
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2019"	"2019"	361036
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2020"	"2020"	361987
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2016"	"2016"	366482
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2017"	"2017"	362550
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2018"	"2018"	358801
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2019"	"2019"	355738
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2020"	"2020"	353979
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2016"	"2016"	364941
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2017"	"2017"	371188
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2018"	"2018"	376481
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2019"	"2019"	379276
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2020"	"2020"	377817
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2016"	"2016"	384756
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2017"	"2017"	385015
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2018"	"2018"	384489
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2019"	"2019"	384385
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2020"	"2020"	382580
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2016"	"2016"	361419
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2017"	"2017"	374008
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2018"	"2018"	383876
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2019"	"2019"	389484
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2020"	"2020"	391474
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2016"	"2016"	317208
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2017"	"2017"	319021
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2018"	"2018"	326545
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2019"	"2019"	336944
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2020"	"2020"	348478
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2016"	"2016"	346542
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2017"	"2017"	342997
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2018"	"2018"	336892
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2019"	"2019"	328947
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2020"	"2020"	321235
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2016"	"2016"	380831
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2017"	"2017"	367212
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2018"	"2018"	354261
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2019"	"2019"	344339
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2020"	"2020"	339589
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2016"	"2016"	396264
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2017"	"2017"	396844
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2018"	"2018"	395126
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2019"	"2019"	391115
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2020"	"2020"	381073
	"Minnesota"	"27"	"60-64 years "	"60-64"	"2016"	"2016"	343296
	"Minnesota"	"27"	"60-64 years "	"60-64"	"2017"	"2017"	351467
	"Minnesota"	"27"	"60-64 years "	"60-64"	"2018"	"2018"	359507
	"Minnesota"	"27"	"60-64 years "	"60-64"	"2019"	"2019"	365497
	"Minnesota"	"27"	"60-64 years "	"60-64"	"2020"	"2020"	371199
	"Minnesota"	"27"	"65-69 years"	"65-69"	"2016"	"2016"	281231
	"Minnesota"	"27"	"65-69 years"	"65-69"	"2017"	"2017"	286031
	"Minnesota"	"27"	"65-69 years"	"65-69"	"2018"	"2018"	294669
	"Minnesota"	"27"	"65-69 years"	"65-69"	"2019"	"2019"	303532
	"Minnesota"	"27"	"65-69 years"	"65-69"	"2020"	"2020"	311506
	"Minnesota"	"27"	"70-74 years"	"70-74"	"2016"	"2016"	190214
	"Minnesota"	"27"	"70-74 years"	"70-74"	"2017"	"2017"	206326
	"Minnesota"	"27"	"70-74 years"	"70-74"	"2018"	"2018"	215799
	"Minnesota"	"27"	"70-74 years"	"70-74"	"2019"	"2019"	227595
	"Minnesota"	"27"	"70-74 years"	"70-74"	"2020"	"2020"	240702
	"Minnesota"	"27"	"75-79 years"	"75-79"	"2016"	"2016"	138547
	"Minnesota"	"27"	"75-79 years"	"75-79"	"2017"	"2017"	143900
	"Minnesota"	"27"	"75-79 years"	"75-79"	"2018"	"2018"	152608
	"Minnesota"	"27"	"75-79 years"	"75-79"	"2019"	"2019"	158494
	"Minnesota"	"27"	"75-79 years"	"75-79"	"2020"	"2020"	163494
	"Minnesota"	"27"	"80-84 years"	"80-84"	"2016"	"2016"	100482
	"Minnesota"	"27"	"80-84 years"	"80-84"	"2017"	"2017"	101803
	"Minnesota"	"27"	"80-84 years"	"80-84"	"2018"	"2018"	104196
	"Minnesota"	"27"	"80-84 years"	"80-84"	"2019"	"2019"	107516
	"Minnesota"	"27"	"80-84 years"	"80-84"	"2020"	"2020"	110392
	"Minnesota"	"27"	"85+ years"	"85+"	"2016"	"2016"	119429
	"Minnesota"	"27"	"85+ years"	"85+"	"2017"	"2017"	120594
	"Minnesota"	"27"	"85+ years"	"85+"	"2018"	"2018"	121468
	"Minnesota"	"27"	"85+ years"	"85+"	"2019"	"2019"	122175
	"Minnesota"	"27"	"85+ years"	"85+"	"2020"	"2020"	122747
	"New Mexico"	"35"	"< 1 year"	"1"	"2016"	"2016"	25067
	"New Mexico"	"35"	"< 1 year"	"1"	"2017"	"2017"	24044
	"New Mexico"	"35"	"< 1 year"	"1"	"2018"	"2018"	23045
	"New Mexico"	"35"	"< 1 year"	"1"	"2019"	"2019"	23036
	"New Mexico"	"35"	"< 1 year"	"1"	"2020"	"2020"	22576
	"New Mexico"	"35"	"1-4 years"	"1-4"	"2016"	"2016"	104896
	"New Mexico"	"35"	"1-4 years"	"1-4"	"2017"	"2017"	103155
	"New Mexico"	"35"	"1-4 years"	"1-4"	"2018"	"2018"	100642
	"New Mexico"	"35"	"1-4 years"	"1-4"	"2019"	"2019"	98148
	"New Mexico"	"35"	"1-4 years"	"1-4"	"2020"	"2020"	96149
	"New Mexico"	"35"	"5-9 years"	"5-9"	"2016"	"2016"	140271
	"New Mexico"	"35"	"5-9 years"	"5-9"	"2017"	"2017"	137565
	"New Mexico"	"35"	"5-9 years"	"5-9"	"2018"	"2018"	135089
	"New Mexico"	"35"	"5-9 years"	"5-9"	"2019"	"2019"	133072
	"New Mexico"	"35"	"5-9 years"	"5-9"	"2020"	"2020"	131348
	"New Mexico"	"35"	"10-14 years"	"10-14"	"2016"	"2016"	139965
	"New Mexico"	"35"	"10-14 years"	"10-14"	"2017"	"2017"	140277
	"New Mexico"	"35"	"10-14 years"	"10-14"	"2018"	"2018"	140253
	"New Mexico"	"35"	"10-14 years"	"10-14"	"2019"	"2019"	139872
	"New Mexico"	"35"	"10-14 years"	"10-14"	"2020"	"2020"	138955
	"New Mexico"	"35"	"15-19 years"	"15-19"	"2016"	"2016"	139674
	"New Mexico"	"35"	"15-19 years"	"15-19"	"2017"	"2017"	139375
	"New Mexico"	"35"	"15-19 years"	"15-19"	"2018"	"2018"	139337
	"New Mexico"	"35"	"15-19 years"	"15-19"	"2019"	"2019"	139182
	"New Mexico"	"35"	"15-19 years"	"15-19"	"2020"	"2020"	138913
	"New Mexico"	"35"	"20-24 years"	"20-24"	"2016"	"2016"	147912
	"New Mexico"	"35"	"20-24 years"	"20-24"	"2017"	"2017"	144139
	"New Mexico"	"35"	"20-24 years"	"20-24"	"2018"	"2018"	141360
	"New Mexico"	"35"	"20-24 years"	"20-24"	"2019"	"2019"	140507
	"New Mexico"	"35"	"20-24 years"	"20-24"	"2020"	"2020"	140700
	"New Mexico"	"35"	"25-29 years"	"25-29"	"2016"	"2016"	143482
	"New Mexico"	"35"	"25-29 years"	"25-29"	"2017"	"2017"	145283
	"New Mexico"	"35"	"25-29 years"	"25-29"	"2018"	"2018"	145741
	"New Mexico"	"35"	"25-29 years"	"25-29"	"2019"	"2019"	146180
	"New Mexico"	"35"	"25-29 years"	"25-29"	"2020"	"2020"	144593
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2016"	"2016"	139764
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2017"	"2017"	138932
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2018"	"2018"	138182
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2019"	"2019"	138696
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2020"	"2020"	140436
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2016"	"2016"	128089
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2017"	"2017"	130643
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2018"	"2018"	133674
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2019"	"2019"	135932
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2020"	"2020"	137094
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2016"	"2016"	116879
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2017"	"2017"	116365
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2018"	"2018"	117102
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2019"	"2019"	119267
