"Notes"	"States"	"States Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Oregon"	"41"	"30-34 years"	"30-34"	"2022"	"2022"	309969
	"Oregon"	"41"	"35-39 years"	"35-39"	"2021"	"2021"	302801
	"Oregon"	"41"	"35-39 years"	"35-39"	"2022"	"2022"	300158
	"Oregon"	"41"	"40-44 years"	"40-44"	"2021"	"2021"	288045
	"Oregon"	"41"	"40-44 years"	"40-44"	"2022"	"2022"	291313
	"Oregon"	"41"	"45-49 years"	"45-49"	"2021"	"2021"	258186
	"Oregon"	"41"	"45-49 years"	"45-49"	"2022"	"2022"	258493
	"Oregon"	"41"	"50-54 years"	"50-54"	"2021"	"2021"	260644
	"Oregon"	"41"	"50-54 years"	"50-54"	"2022"	"2022"	260908
	"Oregon"	"41"	"55-59 years"	"55-59"	"2021"	"2021"	256538
	"Oregon"	"41"	"55-59 years"	"55-59"	"2022"	"2022"	248555
	"Oregon"	"41"	"60-64 years "	"60-64"	"2021"	"2021"	269703
	"Oregon"	"41"	"60-64 years "	"60-64"	"2022"	"2022"	264615
	"Oregon"	"41"	"65-69 years"	"65-69"	"2021"	"2021"	261695
	"Oregon"	"41"	"65-69 years"	"65-69"	"2022"	"2022"	260496
	"Oregon"	"41"	"70-74 years"	"70-74"	"2021"	"2021"	225865
	"Oregon"	"41"	"70-74 years"	"70-74"	"2022"	"2022"	225473
	"Oregon"	"41"	"75-79 years"	"75-79"	"2021"	"2021"	141861
	"Oregon"	"41"	"75-79 years"	"75-79"	"2022"	"2022"	157501
	"Oregon"	"41"	"80-84 years"	"80-84"	"2021"	"2021"	85881
	"Oregon"	"41"	"80-84 years"	"80-84"	"2022"	"2022"	89771
	"Oregon"	"41"	"85+ years"	"85+"	"2021"	"2021"	83162
	"Oregon"	"41"	"85+ years"	"85+"	"2022"	"2022"	82437
	"Tennessee"	"47"	"< 1 year"	"1"	"2021"	"2021"	78717
	"Tennessee"	"47"	"< 1 year"	"1"	"2022"	"2022"	81460
	"Tennessee"	"47"	"1-4 years"	"1-4"	"2021"	"2021"	322516
	"Tennessee"	"47"	"1-4 years"	"1-4"	"2022"	"2022"	323961
	"Tennessee"	"47"	"5-9 years"	"5-9"	"2021"	"2021"	417707
	"Tennessee"	"47"	"5-9 years"	"5-9"	"2022"	"2022"	421316
	"Tennessee"	"47"	"10-14 years"	"10-14"	"2021"	"2021"	441356
	"Tennessee"	"47"	"10-14 years"	"10-14"	"2022"	"2022"	438036
	"Tennessee"	"47"	"15-19 years"	"15-19"	"2021"	"2021"	437215
	"Tennessee"	"47"	"15-19 years"	"15-19"	"2022"	"2022"	440419
	"Tennessee"	"47"	"20-24 years"	"20-24"	"2021"	"2021"	467989
	"Tennessee"	"47"	"20-24 years"	"20-24"	"2022"	"2022"	477085
	"Tennessee"	"47"	"25-29 years"	"25-29"	"2021"	"2021"	479996
	"Tennessee"	"47"	"25-29 years"	"25-29"	"2022"	"2022"	482576
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2021"	"2021"	479141
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2022"	"2022"	493987
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2021"	"2021"	444321
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2022"	"2022"	450141
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2021"	"2021"	433540
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2022"	"2022"	442297
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2021"	"2021"	420661
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2022"	"2022"	418277
	"Tennessee"	"47"	"50-54 years"	"50-54"	"2021"	"2021"	448152
	"Tennessee"	"47"	"50-54 years"	"50-54"	"2022"	"2022"	454247
	"Tennessee"	"47"	"55-59 years"	"55-59"	"2021"	"2021"	460520
	"Tennessee"	"47"	"55-59 years"	"55-59"	"2022"	"2022"	454918
	"Tennessee"	"47"	"60-64 years "	"60-64"	"2021"	"2021"	447472
	"Tennessee"	"47"	"60-64 years "	"60-64"	"2022"	"2022"	451630
	"Tennessee"	"47"	"65-69 years"	"65-69"	"2021"	"2021"	391980
	"Tennessee"	"47"	"65-69 years"	"65-69"	"2022"	"2022"	402492
	"Tennessee"	"47"	"70-74 years"	"70-74"	"2021"	"2021"	330624
	"Tennessee"	"47"	"70-74 years"	"70-74"	"2022"	"2022"	327032
	"Tennessee"	"47"	"75-79 years"	"75-79"	"2021"	"2021"	213439
	"Tennessee"	"47"	"75-79 years"	"75-79"	"2022"	"2022"	233871
	"Tennessee"	"47"	"80-84 years"	"80-84"	"2021"	"2021"	133522
	"Tennessee"	"47"	"80-84 years"	"80-84"	"2022"	"2022"	138359
	"Tennessee"	"47"	"85+ years"	"85+"	"2021"	"2021"	119483
	"Tennessee"	"47"	"85+ years"	"85+"	"2022"	"2022"	119235
	"Utah"	"49"	"< 1 year"	"1"	"2021"	"2021"	45540
	"Utah"	"49"	"< 1 year"	"1"	"2022"	"2022"	46679
	"Utah"	"49"	"1-4 years"	"1-4"	"2021"	"2021"	190312
	"Utah"	"49"	"1-4 years"	"1-4"	"2022"	"2022"	186395
	"Utah"	"49"	"5-9 years"	"5-9"	"2021"	"2021"	257593
	"Utah"	"49"	"5-9 years"	"5-9"	"2022"	"2022"	256385
	"Utah"	"49"	"10-14 years"	"10-14"	"2021"	"2021"	277191
	"Utah"	"49"	"10-14 years"	"10-14"	"2022"	"2022"	272743
	"Utah"	"49"	"15-19 years"	"15-19"	"2021"	"2021"	272090
	"Utah"	"49"	"15-19 years"	"15-19"	"2022"	"2022"	274221
	"Utah"	"49"	"20-24 years"	"20-24"	"2021"	"2021"	291471
	"Utah"	"49"	"20-24 years"	"20-24"	"2022"	"2022"	299076
	"Utah"	"49"	"25-29 years"	"25-29"	"2021"	"2021"	254166
	"Utah"	"49"	"25-29 years"	"25-29"	"2022"	"2022"	258368
	"Utah"	"49"	"30-34 years"	"30-34"	"2021"	"2021"	233278
	"Utah"	"49"	"30-34 years"	"30-34"	"2022"	"2022"	240545
	"Utah"	"49"	"35-39 years"	"35-39"	"2021"	"2021"	230557
	"Utah"	"49"	"35-39 years"	"35-39"	"2022"	"2022"	227005
	"Utah"	"49"	"40-44 years"	"40-44"	"2021"	"2021"	232414
	"Utah"	"49"	"40-44 years"	"40-44"	"2022"	"2022"	236657
	"Utah"	"49"	"45-49 years"	"45-49"	"2021"	"2021"	189260
	"Utah"	"49"	"45-49 years"	"45-49"	"2022"	"2022"	197685
	"Utah"	"49"	"50-54 years"	"50-54"	"2021"	"2021"	166315
	"Utah"	"49"	"50-54 years"	"50-54"	"2022"	"2022"	171720
	"Utah"	"49"	"55-59 years"	"55-59"	"2021"	"2021"	154493
	"Utah"	"49"	"55-59 years"	"55-59"	"2022"	"2022"	153155
	"Utah"	"49"	"60-64 years "	"60-64"	"2021"	"2021"	153979
	"Utah"	"49"	"60-64 years "	"60-64"	"2022"	"2022"	154966
	"Utah"	"49"	"65-69 years"	"65-69"	"2021"	"2021"	133543
	"Utah"	"49"	"65-69 years"	"65-69"	"2022"	"2022"	137591
	"Utah"	"49"	"70-74 years"	"70-74"	"2021"	"2021"	106504
	"Utah"	"49"	"70-74 years"	"70-74"	"2022"	"2022"	108285
	"Utah"	"49"	"75-79 years"	"75-79"	"2021"	"2021"	68482
	"Utah"	"49"	"75-79 years"	"75-79"	"2022"	"2022"	75419
	"Utah"	"49"	"80-84 years"	"80-84"	"2021"	"2021"	43257
	"Utah"	"49"	"80-84 years"	"80-84"	"2022"	"2022"	45073
	"Utah"	"49"	"85+ years"	"85+"	"2021"	"2021"	38668
	"Utah"	"49"	"85+ years"	"85+"	"2022"	"2022"	38832
"---"
"Dataset: Single-Race Population Estimates 2020-2022 by State and Single-Year Age"
"Query Parameters:"
"States: California (06); Colorado (08); Connecticut (09); Georgia (13); Maryland (24); Michigan (26); Minnesota (27); New Mexico"
"(35); New York (36); Oregon (41); Tennessee (47); Utah (49)"
"Yearly July 1st Estimates: 2021; 2022"
"Group By: States; Five-Year Age Groups; Yearly July 1st Estimates"
"Show Totals: False"
"Show Zero Values: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/single-race.html for more information."
"---"
"Query Date: Aug 27, 2024 4:57:33 PM"
"---"
"Suggested Citation: Single-race Population Estimates, United States, 2020-2022. July 1st resident population by state, age, sex,"
"single-race, and Hispanic origin, on CDC WONDER Online Database. The 2020-2022 postcensal series of estimates of the July 1"
"resident population are based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial"
"population count, released by the Census Bureau on June 22, 2023. Accessed at"
"http://wonder.cdc.gov/single-race-single-year-v2022.html on Aug 27, 2024 4:57:33 PM"
"---"
Footnotes:
"1. Estimates for 2020-2022 are single-race Vintage 2022 postcensal estimates of the July 1 resident population, based on the"
"modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, and released by"
"the Census Bureau on June 22, 2023."
"---"
Caveats:
